Listing of Port and Protocol, with known attacks. 13-May-03

A frequent visitor sent me the following table:
     Port  Protocol    Keyword                  D e s c r i p t i o n
  1221     tcp         sweetware-apps           SweetWARE Apps 
  1221     udp         sweetware-apps           SweetWARE Apps 
  1222     tcp         nerv                     SNI R&D network 
  1222     udp         nerv                     SNI R&D network 
  1223     tcp         tgp                      TGP 
  1223     udp         tgp                      TGP 
  1224     tcp         vpnz                     VPNz 
  1224     udp         vpnz                     VPNz 
  1225     tcp         slinkysearch             SLINKYSEARCH 
  1225     udp         slinkysearch             SLINKYSEARCH 
  1226     tcp         stgxfws                  STGXFWS 
  1226     udp         stgxfws                  STGXFWS 
  1227     tcp         dns2go                   DNS2Go 
  1227     udp         dns2go                   DNS2Go 
  1228     tcp         florence                 FLORENCE 
  1228     udp         florence                 FLORENCE 
  1229     tcp         novell-zfs               Novell ZFS 
  1229     udp         novell-zfs               Novell ZFS 
  1230     tcp         periscope                Periscope 
  1230     udp         periscope                Periscope 
  1231     tcp         menandmice-lpm           menandmice-lpm 
  1231     udp         menandmice-lpm           menandmice-lpm 
  1233     tcp         univ-appserver           Universal App Server 
  1233     udp         univ-appserver           Universal App Server 
  1234     tcp         search-agent             Infoseek Search Agent 
  1234     udp         search-agent             Infoseek Search Agent 
  1234     tcp         hotline                  HotLine 
  1234     tcp         SubSevenJavaclient       [trojan] SubSeven Java client 
  1234     tcp         UltorsTrojan             [trojan] Ultors Trojan 
  1235     tcp         mosaicsyssvc1            mosaicsyssvc1 
  1235     udp         mosaicsyssvc1            mosaicsyssvc1 
  1236     tcp         bvcontrol                bvcontrol 
  1236     udp         bvcontrol                bvcontrol 
  1237     tcp         tsdos390                 tsdos390 
  1237     udp         tsdos390                 tsdos390 
  1238     tcp         hacl-qs                  hacl-qs 
  1238     udp         hacl-qs                  hacl-qs 
  1239     tcp         nmsd                     NMSD 
  1239     udp         nmsd                     NMSD 
  1240     tcp         instantia                Instantia 
  1240     udp         instantia                Instantia 
  1241     tcp         msg                      remote message server 
  1241     tcp         nessus                   nessus 
  1241     udp         nessus                   nessus 
  1242     tcp         nmasoverip               NMAS over IP 
  1242     udp         nmasoverip               NMAS over IP 
  1243     tcp         BackDoor-G               [trojan] BackDoor-G 
  1243     tcp         serialgateway            SerialGateway 
  1243     udp         serialgateway            SerialGateway 
  1243     tcp         SubSevenApocalypse       [trojan] SubSeven Apocalypse 
  1243     tcp         SubSeven                 [trojan] SubSeven 
  1243     tcp         Tiles                    [trojan] Tiles 
  1244     tcp         isbconference1           isbconference1 
  1244     udp         isbconference1           isbconference1 
  1245     tcp         isbconference2           isbconference2 
  1245     udp         isbconference2           isbconference2 
  1245     tcp         VooDooDoll               [trojan] VooDoo Doll 
  1246     tcp         payrouter                payrouter 
  1246     udp         payrouter                payrouter 
  1247     tcp         visionpyramid            VisionPyramid 
  1247     udp         visionpyramid            VisionPyramid 
  1248     tcp         hermes                   hermes 
  1248     udp         hermes                   hermes 
  1249     tcp         mesavistaco              Mesa Vista Co 
  1249     udp         mesavistaco              Mesa Vista Co 
  1250     tcp         swldy-sias               swldy-sias 
  1250     udp         swldy-sias               swldy-sias 
  1251     tcp         servergraph              servergraph 
  1251     udp         servergraph              servergraph 
  1252     tcp         bspne-pcc                bspne-pcc 
  1252     udp         bspne-pcc                bspne-pcc 
  1253     tcp         q55-pcc                  q55-pcc 
  1253     udp         q55-pcc                  q55-pcc 
  1254     tcp         de-noc                   de-noc 
  1254     udp         de-noc                   de-noc 
  1255     tcp         de-cache-query           de-cache-query 
  1255     udp         de-cache-query           de-cache-query 
  1255     tcp         Scarab                   [trojan] Scarab 
  1256     tcp         de-server                de-server 
  1256     udp         de-server                de-server 
  1256     tcp         ProjectnEXT              [trojan] Project nEXT 
  1256     tcp         RexxRave                 [trojan] RexxRave 
  1257     tcp         shockwave2               Shockwave 2 
  1257     udp         shockwave2               Shockwave 2 
  1258     tcp         opennl                   Open Network Library 
  1258     udp         opennl                   Open Network Library 
  1259     tcp         opennl-voice             Open Network Library Voice 
  1259     udp         opennl-voice             Open Network Library Voice 
  1260     tcp         ibm-ssd                  ibm-ssd 
  1260     udp         ibm-ssd                  ibm-ssd 
  1261     tcp         mpshrsv                  mpshrsv 
  1261     udp         mpshrsv                  mpshrsv 
  1262     tcp         qnts-orb                 QNTS-ORB 
  1262     udp         qnts-orb                 QNTS-ORB 
  1263     tcp         dka                      dka 
  1263     udp         dka                      dka 
  1264     tcp         prat                     PRAT 
  1264     udp         prat                     PRAT 
  1265     tcp         dssiapi                  DSSIAPI 
  1265     udp         dssiapi                  DSSIAPI 
  1266     tcp         dellpwrappks             DELLPWRAPPKS 
  1266     udp         dellpwrappks             DELLPWRAPPKS 
  1267     tcp         pcmlinux                 pcmlinux 
  1267     udp         pcmlinux                 pcmlinux 
  1268     tcp         propel-msgsys            PROPEL-MSGSYS 
  1268     udp         propel-msgsys            PROPEL-MSGSYS 
  1269     tcp         watilapp                 WATiLaPP 
  1269     udp         watilapp                 WATiLaPP 
  1269     tcp         Matrix                   [trojan] Matrix 
  1270     tcp         opsman                   opsman 
  1270     udp         opsman                   opsman 
  1271     tcp         dabew                    Dabew 
  1271     udp         dabew                    Dabew 
  1272     tcp         cspmlockmgr              CSPMLockMgr 
